pretty_formula,spacegroup.number,band_gap,density,volume,formation_energy_per_atom,nsites
Na5Cr3F14,14,2.9191000000000003,3.066437933036203,581.5007547471895,-3.043457231060303,44
K3InCl6,14,3.4614000000000003,2.463214679297738,1199.504198621339,-2.0092224176060003,40
NaAuCl4,14,1.6074,3.491414350692001,2752.949485489003,-1.2200850508538883,96
K12In2Se9,14,1.646,2.936165457084861,3188.452586404089,-1.0743202487866848,92
K2CoCl4,14,0.0490999999999999,2.254449534017438,821.8303242825142,-1.6213601009342855,28
K2Cd2Te3,14,1.3224,4.343211511741299,3146.506426838055,-0.7402183321666668,84
Na6Mo11O36,15,2.6018,3.809225174966936,1542.5291278131224,-2.113415307264152,106
K10In5Sb9,14,0.5995999999999997,3.919589681063759,3492.4334716944445,-0.3837702657291668,96
NaAsS2,14,1.3699000000000003,2.724050376725762,395.1116710524561,-0.9313509248958334,16
K2SbF5,14,4.6305,3.29271079239827,1784.9379324961783,-2.94143525680625,96
K2LiSn4,15,0.8388999999999998,3.827094123783893,3887.501696672313,-0.2779324244583329,112
K11(In2Bi3)3,2,0.0275000000000003,4.957346414961774,2009.6665013792665,-0.330781924923077,52
Li2W2O7,2,3.7382,5.646887700002883,290.27388255825633,-2.2356871077651523,22
K2Cd2O3,14,1.1736,4.339557791041977,268.6343344181912,-1.4285301578214284,14
CsLiF2,15,6.278599999999999,3.920546323401784,301.3005369949,-3.0237767096610915,16
Na4SnO4,2,2.0958,3.252921098660786,280.4216480004637,-1.8778849453703703,18
K3BP2,15,1.6658,1.772986404460812,355.9994983594579,-0.3956163925515869,12
K2S2O3,14,3.7462,2.1168228226242705,1194.400447179714,-2.017845072464286,56
LiErO2,14,4.5084,6.676896638493381,205.12593285451945,-3.3293192152083337,16
KCO3,14,0.0964,2.0361522665766083,323.2987632266502,-1.7802239358500005,20
Na3ScCl6,14,4.0379000000000005,2.2150864874362592,489.7360265260886,-2.287963192456,20
KNb2Cl11,2,2.1275,2.391408322667831,853.9366521156916,-1.816085975632857,28
LiIO5,14,0.2279,3.483491383262852,407.7446865398998,-0.7304492220833326,28
LiReO5,14,0.7139999999999997,3.988646496023129,454.8590042248025,-1.5748735324404777,28
Na2CO3,14,4.1922,2.487682396446972,1697.9461020089952,-2.089964391597221,144
K9FeS7,14,0.0841,2.091713905985021,2007.4779608303056,-1.147782650375,68
Na2Fe2F7,15,1.4241,3.24060834317588,1191.5036000555258,-2.878034463408788,88
K3TiCl6,14,0.0616999999999996,2.227112506394578,1126.9917161907938,-2.179909631689333,40
K2GaP2,14,1.2482,2.3217552268096595,1200.7900029181026,-0.4630620773785722,40
Na5GeAs3,14,0.4858999999999998,3.1522163723888816,868.8862161873054,-0.3992559926851851,36
Na6Si2Se7,15,2.1566,3.09190640358757,802.1845366933212,-0.9276447290937502,30
NaAlSe2,15,2.2333,3.3554791756951485,823.0398587284727,-1.0321010938802084,32
Na2Al2As3,14,1.2098,3.2973106667891416,1308.1918049517872,-0.4969184895238093,56
K4SiO4,14,3.2937,2.4927001786099714,662.100651839013,-2.3294178418888887,36
Na4CrO4,2,1.8904,2.6998015489609504,255.8067355347808,-1.9194158070370373,18
Na4FeO4,2,1.7879999999999998,2.793297926774838,251.82058516417567,-1.531176545925926,18
Li4MoO5,2,2.8393999999999995,3.6539624594298297,185.1433736176196,-2.302107301458334,20
K6Co2O7,14,1.0832,2.7104575605490435,569.085223971473,-1.4887968704500003,30
Li2WO4,15,3.9135,5.625991833130897,154.49564563376566,-2.348682541666666,14
Na4Fe2O5,14,1.9196,3.04095409409913,619.5494934429515,-1.081487702007577,44
K4PbO4,2,1.7002000000000002,3.613963205112903,392.9377183000762,-1.592149086888889,18
K2TeBr6,14,2.3360000000000003,3.3969837733018786,669.9093380908984,-1.0416701684444445,18
Na3AlH6,14,2.8147,1.482790941203693,228.4509120755728,-0.2644437651719997,20
Li3BO3,14,5.1566,2.091798179307506,252.8587707310852,-2.561992907202381,28
Na4Sn3F10,15,3.5673000000000004,3.3503049591892844,632.506794424515,-2.7966405161901964,34
Na4P2O7,19,4.4173,2.5064582365171546,704.6458122135667,-2.620332109940477,52
K2Mo2O7,2,3.4103000000000003,3.36145396974178,377.483167808101,-2.2137188422500005,22
K2Cr3O10,14,2.0028,2.483826923180445,1054.0983456951808,-1.8302155884,60
Na8Ga2O7,14,2.2590000000000003,3.080105485468061,938.8408487430092,-1.8863453560539225,68
K2Sb4S7,15,1.5528999999999995,3.478598713024405,753.9321781820372,-0.9072459332980768,26
NaSb5O8,2,2.7038,4.979282456134341,506.7608173746396,-1.809180607380952,28
Li8Nb2O9,2,3.2417,3.396337760511653,753.5933869262523,-2.6494799483114035,76
LiGeTe2,2,0.4353000000000002,4.736544893461881,704.2056289040282,-0.4153840175000003,24
KAs2F7,14,4.7859,3.066337436152921,697.3503578119223,-2.651274292883,40
KH3O2,14,4.3876,1.8970138221453328,259.5251165289693,-1.5492128873099995,24
Na3SiSe4,14,1.7564,3.1260608222102606,1754.6119485412987,-0.8709159466406251,64
LiGaCl4,14,4.4866,2.260420681843838,641.9830362170874,-1.7706642885622224,24
Na2Te2O5,15,3.0830999999999995,4.378070638117492,578.2990599004171,-1.7576207617129624,36
Na4Ga2S5,14,2.4813,2.602312819923518,999.8538094879898,-1.315313137405303,44
K2Te4O9,14,2.9336,4.428915741031773,1098.6854377717063,-1.691386280983333,60
KTe2F9,2,4.5324,3.70250526759638,417.3510015477219,-2.649456249059167,24
NaSbF4,14,4.3785,3.6447368023488296,402.28200774445753,-2.855175669265556,24
NaCu3F7,15,0.1086,4.176838114665548,275.60100526542345,-2.0670840178784853,22
Li(MoO3)3,2,0.2172999999999998,3.902788441815367,1493.436450069286,-2.0937347531410264,104
LiAuI4,14,0.7861000000000002,5.433153110501896,434.9282197333332,-0.4433430380555556,12
K3BiO4,2,1.1542,4.053656193858646,319.7426550712917,-1.6555087204999994,16
LiMoS2,2,1.0665000000000004,4.448424479142337,249.37214634283453,-1.3134385867708342,16
Li2CO3,15,5.092,1.9967525105358643,122.89828155348656,-2.256099658402777,12
Na3FeO3,14,2.0753,2.904549170376269,395.189619638306,-1.7705814773214286,28
NaClO2,15,2.5768,2.347678335971384,127.9406609780813,-1.1556468485233338,8
NaYO2,15,4.1319,4.251370518287331,224.8143780010201,-3.141605144375,16
Na4(BSe)9,14,2.2099,3.146605877409789,1899.59082418808,-0.4942604489512312,88
Na3YCl6,14,5.2411,2.350062904383632,523.7173994450003,-2.3536925496226666,20
LiNb3O8,14,2.9482,4.734925201696726,580.2759899409293,-2.9908377281944447,48
Na3AlF6,14,6.725199999999999,2.8440972027137765,245.1503225375185,-3.414587732214,20
Na2PdF4,14,1.257,3.749056310433675,202.3206476369496,-2.3876671230609525,14
Na2S2O3,14,4.0863,2.284824013684362,459.63115765278974,-1.936315861666667,28
NaPO3,14,5.2218,2.4814412592979656,545.848707735316,-2.643855177880952,40
Na6Sn2S7,15,2.0948,2.597358866107024,766.9436476508807,-1.2182617287916666,30
Na4TiSe4,15,1.6704,3.2032273694068545,1889.7224208526625,-1.139090492754629,72
K5SnSb3,14,0.5166,3.139833327530426,1437.4082418819528,-0.4191203866666665,36
Na2TeO3,14,3.3548,4.052901539273465,363.13587942106176,-1.865225323819444,24
K3AlAs2,2,0.4445999999999999,2.4959123563337244,1565.430449222939,-0.5106649460833333,48
Li2ZrF6,14,6.0728,3.587578648728646,405.6420210469241,-3.694565619311852,36
Na2B8O13,14,5.4478,2.225270151314416,1016.2302247201133,-2.815048013641304,92
Na6Si8O19,14,4.5318,2.4089522245478143,1838.0339046834213,-2.976408840871213,132
NaSO4,2,3.5705,2.4432382926237475,161.82712161770593,-1.850020140243056,12
Li4P2O7,14,5.6533,2.258198027841247,593.2923284704782,-2.7519615580174,52
Na3NiF6,14,0.6436000000000001,3.159754134542251,253.99093785764111,-2.5820110902140003,20
K5B19O31,15,5.3537,2.157761508241076,1380.4189456419222,-2.842631078507575,110
Li2ZrF6,15,5.4892,3.749541798751298,194.0600654484939,-3.6502828909785183,18
LiYF4,15,7.8233,3.812091172989936,149.7067036191673,-4.059079636626667,12
KPO3,14,5.046399999999999,2.3392547003872783,1005.7576849014606,-2.6958463447309526,60
NaPO3,14,5.1702,2.496909731986768,542.4671494356079,-2.6464154498809527,40
Na2CrF4,14,1.1107,3.0511775241325303,189.35819760442573,-2.931380729489524,14
Li2TeS3,14,0.9701000000000004,3.1873104936403656,495.30404335539487,-1.0101779593402782,24
Na5Ga3F14,14,5.4154,3.4167190789621307,573.5775131151642,-3.034717990037575,44
Na3MnF6,14,1.6666,2.9832109597771934,264.84117258608177,-2.799496208775517,20
Li3CrF6,15,3.9646,2.8396227911805374,655.4486862293405,-3.1423044493806658,60
LiGaI4,14,2.4872,4.026066430868868,963.9412605887964,-0.7525381018055558,24
Na4Ge2Se5,14,1.9326,3.606540390733213,2328.049522189769,-0.7909757146638257,88
Li6Br3N,14,2.6039000000000003,2.7059519651034893,362.5080042585539,-1.116856780238,20
NaC2N3,14,3.5806,1.874699362292269,946.3270992378518,-0.3509181946622214,72
LiTm2Cl5,15,0.1608,4.942261119401448,350.8211926234803,-2.0805172597458337,16
K2In2Sb3,14,0.8028,4.3496051277841605,2055.781590620129,-0.3433399265714288,56
K4Hf3Te17,14,0.9008000000000004,5.443000039945692,3491.3887053059884,-0.6400999084166669,96
KTbF5,2,0.0025999999999997,4.523701466712754,645.3528785210351,-3.483770455326191,42
KICl2,14,2.3549,2.57869831564934,1220.449140305405,-1.3735273270675,32
KC2N3,14,4.502599999999999,1.6118161909130653,433.272097249772,-0.2789859000233328,24
KHO,14,3.6423,2.116487577491476,176.07588736621508,-1.60769942929,12
K3Ta2S11,15,1.6765,3.078357113198421,1794.998822239134,-1.3064363269296884,64
Na2Cr2O7,2,2.632,2.596791325258464,335.0344925513987,-1.8649517964015143,22
Na2Zn2O3,14,1.0543,3.987948072223397,187.205098523745,-1.7159599250595232,14
NaPO3,2,5.137,2.548425304533164,398.6260169072369,-2.649740666464285,30
K2GeSe3,2,1.7321,3.180000586685621,404.9172593017349,-0.867697369671875,12
Na(BH)6,14,5.6438,1.227698391528994,508.0409998816438,-0.3979889121194867,52
Li6B4O9,14,4.928,2.044998864481265,743.417175714713,-2.695462546337719,76
KSbO2,15,2.1412,3.98266536384063,160.82031482170882,-1.894346900125,8
LiSbS2,15,0.9480000000000004,3.732483549499436,171.57659478203843,-1.0021275136458332,8
K3Cu5O4,14,1.5514,3.52077051239991,941.4375102767572,-1.1029988255416665,48
KTeO4,15,0.4813,3.895604517211981,196.67271293165592,-1.4648690513333331,12
K3(PbCl4)2,2,0.0906,2.619488516296584,516.8447491808171,-1.7775042619292307,13
NaV2O4,15,0.5773999999999999,3.562472207927541,176.07246227195688,-2.4135247069047625,14
K2HgS4,15,1.3171,3.3888632164009227,398.9047288515516,-0.893067318357143,14
KSbS2,15,1.9033,2.9967722215794383,249.3361750937582,-1.0707814898125,8
Li4SiO4,2,4.9652,2.3473405366044275,169.56277835733044,-2.681673009814814,18
NaBrO2,14,2.0718,2.941266845535804,304.62299797580243,-0.9077365964583336,16
K(IO3)2,14,1.5705,4.093787672941353,1261.9896075830386,-1.0492676076944447,72
K11Cd2Sb5,2,0.5584,2.922941693727835,1435.833429550943,-0.4322971223888889,36
K3V2O12,14,0.0539,2.495480654041511,1094.402409869231,-1.1920216390588232,68
K2PS3,14,2.9173,1.9660855680309013,1387.598635878258,-1.277304707116072,48
K2SbF5,14,4.6524,3.276514205058891,597.9204347735142,-2.94399331399375,32
K3GdF6,14,4.5732,3.247515111350068,397.33645828504586,-3.583244941614,20
Na4TeO5,2,1.9815,3.8892935306658223,255.79173429476097,-1.891868819958333,20
K5SnAs3,14,0.54,2.932158303508285,1220.9089743347504,-0.436154495833333,36
K4GeO4,14,3.1647,2.7763822205051363,701.0404943862823,-1.969075584944444,36
NaAsO3,2,2.8641,3.194549550333796,455.0661108792056,-1.9016707024166668,30
K2Al2Sb3,14,0.9992000000000004,3.561967735582003,1855.1948329369736,-0.3633888074642856,56
KGaTe2,15,1.2481,4.045834634152348,1195.247249350146,-0.6976690357500002,32
Na3GaS3,14,3.0946,2.4013912855854174,649.68929180025,-1.3198775531250004,28
Na5SnP3,14,0.9406,2.5872515188240204,838.4172381850076,-0.3681716835978833,36
Na3GeSe3,14,1.9947,3.3652661506783472,747.0390201761909,-0.8698855052901783,28
K2W2O7,14,2.4572000000000003,5.453484766061376,339.73466659078804,-2.2812519527045465,22
Na2Mn3O7,2,1.5444000000000002,3.687311491165265,290.7291843490225,-1.9538719947718484,24
LiVO3,15,3.0347,2.8228655238386806,249.13555004896816,-2.413097609416668,20
NaBiO2,15,1.1851000000000005,6.804399981741334,128.8374543047955,-1.729877960208333,8
KSb2F7,14,4.1638,3.8367914771567095,719.4885280696429,-2.8300972591330003,40
Na8Fe2O7,14,2.1192,2.8449231714314864,951.6493049977028,-1.7350311606127458,68
Na4B2O5,15,3.8871,2.478488163226244,259.38712499368523,-2.412338911174241,22
Na2SbF5,19,4.896000000000001,3.3382847859984306,522.7546939138036,-2.901383765327082,32
LiDy2Cl5,15,0.1504000000000003,4.686332659377527,360.8606206198911,-2.1400669087041666,16
K2GeTe4,14,1.1202,3.927299321047434,1118.3351375142058,-0.548971273357143,28
NaNbCl6,14,2.2385,2.3250253412793094,938.7882756008396,-1.8266007556741664,32
K4ZnO3,2,1.6956,2.7564364537346,650.1352190104842,-1.5036387260312498,32
K3Nb2Se11,14,1.0590000000000002,3.954864943224108,1967.804160630277,-0.7483070518613277,64
KPbO2,2,1.4532000000000005,6.172045816066751,598.9886924928672,-1.5818346982499998,32
Li4Ge5O12,2,2.9164000000000003,4.429879963899755,437.0423345231881,-2.2324585039682527,42
Na3BN2,14,1.6631000000000002,2.1182913332107915,338.0000856268901,-0.6391903023211102,24
KI3F16,14,4.1785,3.454538891929107,2783.295216261724,-2.127561575852,160
Na2Te4O9,2,3.1228,4.6786509247451615,497.1512673297156,-1.6631072998611107,30
K3(Mo7O11)2,14,0.0255999999999998,5.095342979908356,1181.3258737055803,-1.5756895214487183,78
Na3YBr6,14,4.2565,3.412207132479467,620.2789617496747,-1.700319191666667,20
Na2Te2As,19,1.0605000000000002,4.06259185512978,1229.8171331841434,-0.5631171025833333,40
Li2B2Se5,15,1.6861000000000002,4.205295678235763,339.8270453192076,-0.5114097801909728,18
K6Tl2Sb3,15,0.2637,3.915512582333965,1711.020062866373,-0.3877373125454546,44
KAl2Br7,14,4.128,2.783257740655015,1556.9065439415524,-1.2969164750500002,40
KSb3O5,14,3.1105,4.483038469603686,717.6597872176632,-1.8499386249166667,36
K2PSe3,14,1.9047,2.896658606805092,1587.015173309272,-0.8203395561004468,48
Li3TaO4,15,4.5395,5.700585302889718,309.6657064229451,-2.8587571803125,32
Na5P3O10,15,4.5378,2.500441437999731,488.5959365157349,-2.6314927002711648,36
NaCO2,14,3.4264,2.2363213769721058,198.9962716784976,-1.892086537708332,16
Li2SO4,14,6.041600000000001,2.117664814614952,344.8464595562654,-2.414888569613095,28
Li4TeO5,2,2.7196,4.085810040402912,191.30900917532733,-2.1143707644583336,20
Li3BN2,14,3.402,1.7319052080428727,228.7581039912548,-0.9700794364877782,24
KPO3,14,5.0422,2.300137633887313,681.9080032992589,-2.6994765915642858,40
Na2As4O11,15,2.0736,3.865607803780727,448.1756841904038,-1.7790903970833336,34
NaH9O5,19,4.5248,1.4066059613505173,529.1519375470378,-1.4318779171442215,60
Na2H16O9,14,4.5327,1.4708081044236212,930.7510820530828,-1.4422163807717274,108
K3SnTe3,14,1.2332,3.498760762030882,1174.75847129034,-0.8306057955714289,28
LiReO4,2,4.022399999999999,4.631607878520408,553.1560431761392,-2.323677614999999,36
KSnS4,14,1.4139,2.7781984309955483,1367.8723090938493,-1.0111282555,48
Li4Mo5O17,2,3.0647,3.926461902043112,659.2772413435791,-2.171115661330129,52
K2(ReS2)3,15,1.4660000000000002,5.543726475010639,993.506169778323,-1.1508989133863643,44
K3GaS3,14,2.7209,2.331060880800238,806.9906513186098,-1.4004250490535708,28
Na2In2Sb3,14,0.6920999999999999,4.713661606781686,1806.208706806418,-0.2446744452380953,56
K4Ti3S14,15,1.1896,2.3602123669248365,1053.7904967095046,-1.4379337590833332,42
K2Mo4O13,2,3.1281,3.648662864799367,609.799368286093,-2.134799450644736,38
K2CO3,15,3.6288,2.285802863256021,200.8008964010836,-2.122751055791666,12
K14In4O13,14,1.8343,3.0225391207124392,1334.6115669763346,-1.6673180426854846,62
Na7Al3O8,2,2.7999,2.5750107361753933,477.0314843558755,-2.487613136851852,36
Na2Si3O7,14,4.3072,2.3940017829215168,672.0720660656431,-2.988403104409722,48
Li2MnF5,15,1.843,3.027126827041776,179.719147834045,-2.80407988977898,16
KPO3,14,5.2465,2.294773382498083,683.5020282177644,-2.698429437564286,40
LiMnF4,14,1.8523,3.269920554780623,140.02966167368115,-2.9570866364514177,12
NaErO2,15,4.0546,6.787304700420954,217.49474204300336,-3.1997844308333336,16
K3Ta2S11,14,1.7459000000000002,3.1942378629786057,1729.8797489896374,-1.307663834585938,64
K9Bi5O13,14,1.0719999999999998,4.665219534920951,2284.821142292098,-1.694863425675926,108
Na2TeO4,14,1.8126,4.069171614397129,775.5998661036951,-1.8263333484523805,56
Na3GaS3,14,2.6127,2.4280331496470624,1285.1210074245205,-1.320319278660715,56
LiLuF4,15,7.7635,6.111364235850341,140.150606923843,-4.098012478015556,12
Na10Co4O9,2,1.3618,3.0065338973323,673.4041816468388,-1.5259856080253624,46
KC2N3,14,3.7344,1.8062781202246745,1159.8794896510915,-0.3991678382177765,72
KSm2Cl5,14,0.4785000000000003,4.164431414542996,824.7339767324988,-2.3086793902250005,32
Li2TeSe3,14,0.6149,4.44752689080538,565.0644933621852,-0.6322514760329861,24
K2SnBr6,14,1.8009,3.5128048894524806,639.4168868354453,-1.192917339,18
Na5SiP3,14,1.3279999999999994,2.035347200102105,770.0180992507873,-0.4174655480423277,36
KICl4,14,2.2088,2.2227842041825547,919.8165974001396,-1.2074285235066666,24
Rb2LiSn4,2,0.9046000000000004,4.177577070522377,2075.5790170646374,-0.2894471979761905,56
NaH8O5,15,3.5073,1.5390626308834463,479.2614413640092,-1.4005871154316665,56
Na4SiO4,2,3.2269,2.568895510828534,237.9304442097062,-2.4004030537037035,18
RbLiF2,15,6.1608,3.2429574180723897,267.0939836879835,-3.028814268928333,16
Na3V5O23,2,0.1125,2.460505243696448,933.5752877445004,-1.2123778841532251,62
K2Sn2Se5,15,1.3481,4.103510004345609,574.9587629185124,-0.7247224103020832,18
K3BAs2,15,1.3129,2.395346042896237,385.36840256971885,-0.3430860238611106,12
Na3AlSe3,14,2.7204,3.012756060561562,733.784763151583,-1.0884673656473214,28
Na6Si2O7,2,3.3133,2.515462923683834,1616.5612983556257,-2.5165979701666674,120
LiPrO2,14,3.6028,5.7738068266430815,206.89553753361224,-3.105918710208333,16
Na(AsO3)2,14,0.0003999999999999,3.75908845619096,475.0105512454064,-1.5731664903703704,36
NaGaCl4,19,4.6711,2.321501682620178,671.0097078805477,-1.7824355923122226,24
K3(SeO4)2,15,0.3984999999999999,2.933601579489456,456.4669775056611,-1.6076280598990378,26
K2HfF6,15,6.4674,4.5558955817174,270.20973612411416,-3.752767867571111,18
K2B4O7,2,4.8326,2.3859295222421784,649.8603720736704,-2.7831176708782057,52
NaVO3,15,3.2406,2.693051477622963,300.7274815080098,-2.386732863416668,20
Na4PbO4,2,1.3103,4.128878857464643,292.1063419258076,-1.6204599331481475,18
Na3InP2,14,0.6425000000000001,3.013489557239024,1083.2684979829464,-0.3807114534821429,48
Li2Mo4O13,2,2.4881,3.7528063105147216,803.9417699373104,-2.1210739841885955,57
NaFeCl4,19,0.2267,2.1786476654503075,672.6972628367361,-1.522456846062222,24
LiAlH4,14,4.7794,0.9068976413995684,277.9788707948962,-0.2412311604688888,24
K2TeI6,14,1.8184,3.934886535325115,816.3448987012565,-0.7579906823333332,18
Li3BiO3,2,2.4933,5.047879679200749,731.0798812653571,-1.98293165625,56
K2TiS3,15,1.4243,2.261437882307086,326.4021453565674,-1.6930141589513887,12
K2CoO2,14,0.6651,2.826528752635312,397.44105063827726,-1.4906117912000003,20
LiPO3,14,5.5612,2.278779972327773,751.253731175769,-2.719270565130953,60
Li2TiO3,15,3.0688000000000004,3.336254064056301,218.4959652963505,-2.9896021714583334,24
Na3BP2,14,1.8451,1.6867849048507435,558.0903668702441,-0.3365304481349203,24
Na2ZnO2,14,1.457,3.489915503961095,272.90090784654694,-1.663912369833333,20
NaP4N7,15,4.3009,3.004701178077565,270.7215533846121,-0.6830393245232548,24
K2TeS3,14,2.3442000000000003,2.472444511733595,811.2923824258888,-1.077433784645833,24
Na3TiCl6,14,0.0638999999999998,2.2896202397475185,478.0162170430391,-2.0562710812893337,20
Na3BS3,15,2.6404,1.964922904354448,297.430370196926,-1.235996905505952,14
Na14Al4O13,14,2.4679,2.4611885460863605,860.6008762092383,-2.271772775255376,62
KAuI3,14,0.6537000000000001,4.857177776624302,843.4399355434867,-0.6636010711000004,20
Na3B7O12,2,4.9298,2.3104214635907696,483.8964654049827,-2.774949749962121,44
Na5TlSn3,14,0.0500999999999995,4.021524981680485,1115.6278150364635,-0.1936384137962963,36
LiBO2,14,5.232,2.079064456856911,158.94292593409287,-2.74563400125,16
KN3O4,14,2.8629,2.0310295491338493,474.5785944699618,-0.9326506928300002,32
K2TaF7,14,5.6083,3.8941482874611526,668.852462600596,-3.5347483196830005,40
Na3ScF6,14,6.839500000000001,2.764384807089652,273.8134152267102,-3.543896088214,20
Li4SeO5,15,2.4751,3.0540553752054875,203.04642644782223,-1.9585813206927083,20
K4WO5,2,3.2324,3.695665592387646,1132.9087764366154,-2.086238078658333,60
KDy2Cl7,14,4.5419,3.4416554934869352,1181.637260154429,-2.659165249082,40
K2(TcS2)3,15,1.0408999999999995,3.794280691789184,988.3487089478168,-1.201632954977274,44
NaSbS2,15,1.3776999999999997,3.4936471621499305,198.56213350313664,-1.012031896145834,8
Na2SeO3,14,4.2817,3.255875689033072,352.8020089165268,-1.8118618729600693,24
K3AlP2,2,0.6989999999999998,1.890659935842653,1448.9880062486563,-0.480248407065476,48
K3GaTe3,14,1.5323,3.446830462400693,1098.0579336518304,-0.876442439142857,28
K3SnSe3,14,1.6667,3.207165008403708,979.3619578633048,-1.0012253269330362,28
Na5NbO5,15,2.6377,2.9814646602771138,320.6409746950083,-2.2481964161742427,22
Li4WO5,2,3.8918,5.16849485314786,187.371707283298,-2.3726650479583333,20
Na2MnF5,14,2.4314,2.9778897861444684,436.9745920147495,-2.79026623977898,32
Na(CO)2,14,2.6287000000000003,2.0388248824714785,257.40148998233786,-1.2923985251666663,20
KB3O5,14,5.225300000000001,2.224727255805928,1357.2108375379266,-2.8226300900092585,108
K2Cr2O7,15,2.7755,2.4992679311845545,390.9184885676201,-1.9404914072500008,22
Na2SnSe3,14,1.3282999999999998,3.803238322908224,701.3201383872425,-0.7748734906163192,24
KCuCl3,14,0.2416,2.065254287127698,672.1848188118263,-1.4094520075559998,20
Na6Mo10O33,2,3.0432,3.851845453030554,700.678524625966,-2.1049924430867346,49
Li2SeO4,2,0.4034999999999999,2.512127024523366,622.0345080822442,-1.3351990653348216,42
Na2Cr2O7,2,2.5253,2.654094730177406,655.6018170924063,-1.8695085307196964,44
K4SnO4,2,2.3423,2.977324240601096,378.252471287192,-1.839864775222222,18
LiTa3O8,15,3.3841,7.889694755714257,285.3037887324469,-3.2636987711111125,24
LiSmO2,14,3.7655,6.485181854389346,193.88181874148253,-3.1857512070833334,16
K4UO5,2,2.1910000000000003,4.2076699136856055,374.45497496573154,-2.6457213253250003,20
